country,total_articles,avg_wordcount,med_wordcount,total_fatalities,region_group,Animals farmed,Art and design,Australia news,Books,Business,Business to business,Children's books,Cities,Community,Crosswords,Culture,Culture professionals network,Education,Environment,Fashion,Film,Food,Football,From the Guardian,From the Observer,Games,Global,Global Development Professionals Network,Global development,Guardian Careers,Guardian Foundation,Guardian Small Business Network,Guardian Sustainable Business,Healthcare Professionals Network,Housing Network,Inequality,Info,Law,Life and style,Media,Media Network,Membership,Money,Music,News,Opinion,Politics,Public Leaders Network,Science,Social Care Network,Society,Society Professionals,Sport,Stage,Teacher Network,Technology,Television & radio,Travel,UK news,US news,Vital Signs,Voluntary Sector Network,Weather,Wellness,Women in Leadership,Working in development,World news,articles_per_1000_fatalities
Brazil,2893,1026.6107846526097,753.0,48856,Global South,0.034566194262011754,0.8295886622882821,0.41479433114414105,0.48392671966816453,1.7628759073625995,0.0,0.06913238852402351,2.1776702385067406,0.034566194262011754,0.0,0.10369858278603526,0.0,0.10369858278603526,11.130314552367784,0.17283097131005876,1.9011406844106464,0.06913238852402351,1.5900449360525406,0.0,0.0,0.0,0.0,0.7950224680262703,7.811959903214656,0.0,0.0,0.034566194262011754,0.7950224680262703,0.0,0.0,0.10369858278603526,0.0,0.13826477704804702,0.3456619426201175,0.5184929139301764,0.0,0.10369858278603526,0.0,1.7974421016246114,0.9678534393363291,5.081230556515727,0.3110957483581058,0.06913238852402351,0.38022813688212925,0.0,0.5530591081921881,0.0,2.3850674040788107,0.13826477704804702,0.0,0.691323885240235,0.3110957483581058,0.034566194262011754,0.20739716557207052,0.7258900795022468,0.0,0.0,0.0,0.0,0.0,0.6567576909782233,54.16522640857242,59.21483543474701
British Virgin Islands,103,1449.6407766990292,705.0,0,Western,0.0,0.0,1.9417475728155338,0.0,13.592233009708737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9708737864077669,0.0,0.0,0.0,0.0,1.9417475728155338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9708737864077669,0.0,0.0,0.0,0.0,0.0,5.825242718446602,3.8834951456310676,10.679611650485436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9708737864077669,2.912621359223301,2.912621359223301,0.0,0.0,0.0,0.0,0.0,0.0,53.398058252427184,
Brunei,34,757.5588235294117,701.0,0,Western,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941176470588235,0.0,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941176470588235,0.0,17.647058823529413,0.0,0.0,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941176470588235,2.941176470588235,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,2.941176470588235,55.88235294117647,
Bulgaria,148,985.3243243243244,721.5,0,Western,0.0,2.027027027027027,2.027027027027027,3.3783783783783785,3.3783783783783785,0.0,0.0,2.027027027027027,0.0,0.0,0.0,0.0,0.6756756756756757,3.3783783783783785,0.0,4.054054054054054,0.6756756756756757,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,2.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,0.0,0.6756756756756757,0.0,0.0,0.0,1.3513513513513513,2.027027027027027,5.405405405405405,5.405405405405405,0.0,0.0,0.0,0.0,0.0,0.6756756756756757,0.0,0.0,0.6756756756756757,0.0,0.6756756756756757,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.702702702702695,
Burkina Faso,134,815.0671641791045,751.0,27623,Global South,0.0,4.477611940298507,1.4925373134328357,0.7462686567164178,0.0,0.0,0.0,1.4925373134328357,0.0,0.0,0.0,0.0,0.0,5.223880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7462686567164178,31.343283582089555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7462686567164178,0.0,0.0,0.0,0.0,0.0,0.7462686567164178,2.9850746268656714,0.0,0.0,0.0,0.0,1.4925373134328357,0.0,0.0,0.0,0.0,0.0,0.0,0.7462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76119402985074,4.8510299388191
Burundi,109,908.6605504587156,829.0,3720,Global South,0.0,0.0,1.834862385321101,0.0,0.9174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834862385321101,0.0,0.9174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,2.7522935779816518,38.53211009174312,0.0,0.0,0.0,0.9174311926605505,0.0,0.0,0.0,0.0,0.9174311926605505,0.0,1.834862385321101,0.0,0.0,0.0,0.9174311926605505,0.0,5.5045871559633035,0.0,0.0,0.0,0.0,0.0,0.0,0.9174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7522935779816518,39.44954128440367,29.301075268817204
Cambodia,310,881.8741935483871,750.0,36,Global South,0.0,1.2903225806451613,10.0,0.0,0.3225806451612903,0.0,0.0,1.6129032258064515,0.0,0.0,0.6451612903225806,0.0,0.0,5.161290322580645,0.0,4.516129032258064,0.0,0.3225806451612903,0.0,0.0,0.0,0.0,2.258064516129032,15.483870967741936,0.0,0.0,0.3225806451612903,1.2903225806451613,0.0,0.0,0.0,0.0,1.2903225806451613,0.3225806451612903,1.935483870967742,0.0,0.0,0.0,0.6451612903225806,1.2903225806451613,2.903225806451613,0.6451612903225806,0.0,0.3225806451612903,0.3225806451612903,0.6451612903225806,0.0,0.0,0.0,0.0,1.2903225806451613,1.2903225806451613,0.3225806451612903,1.2903225806451613,1.2903225806451613,0.0,0.0,0.0,0.0,0.0,2.258064516129032,38.70967741935484,8611.111111111111
Cameroon,148,861.168918918919,772.0,15459,Global South,0.0,0.6756756756756757,0.6756756756756757,2.027027027027027,0.0,0.0,0.0,0.6756756756756757,0.0,0.0,0.0,0.0,0.0,4.054054054054054,0.6756756756756757,0.6756756756756757,0.0,4.72972972972973,0.0,0.0,0.6756756756756757,0.0,1.3513513513513513,32.432432432432435,0.0,0.0,0.0,1.3513513513513513,0.0,0.6756756756756757,0.0,0.0,0.6756756756756757,0.6756756756756757,0.0,0.6756756756756757,0.0,0.0,2.7027027027027026,0.0,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,0.0,2.027027027027027,0.0,0.0,0.6756756756756757,0.0,0.0,0.6756756756756757,4.054054054054054,0.0,0.0,0.0,0.0,0.0,2.027027027027027,32.432432432432435,9.57371110679863
Canada,3920,796.9428571428572,657.0,12,Western,0.025510204081632654,0.5867346938775511,0.8928571428571428,1.4540816326530612,2.6785714285714284,0.0,0.0,1.9387755102040816,0.025510204081632654,0.0,0.4336734693877551,0.0,0.25510204081632654,8.08673469387755,0.10204081632653061,2.193877551020408,0.15306122448979592,0.6887755102040817,0.025510204081632654,0.0,0.07653061224489796,0.10204081632653061,0.10204081632653061,0.6887755102040817,0.0,0.0,0.0,0.12755102040816327,0.0,0.0,0.07653061224489796,0.0,0.05102040816326531,0.7142857142857143,1.2244897959183674,0.0,0.025510204081632654,0.10204081632653061,2.2193877551020407,0.5867346938775511,4.719387755102041,0.8673469387755102,0.07653061224489796,1.4285714285714286,0.025510204081632654,1.2755102040816326,0.0,1.8367346938775513,0.5357142857142857,0.0,1.8112244897959182,0.20408163265306123,0.10204081632653061,1.1479591836734695,3.520408163265306,0.025510204081632654,0.0,0.025510204081632654,0.0,0.0,0.025510204081632654,56.734693877551024,326666.6666666667
Cape Verde,13,724.5384615384615,737.0,0,Global South,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615385,0.0,23.076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,38.46153846153847,
Central African Republic,138,879.7753623188406,841.0,9371,Global South,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7246376811594203,0.0,0.0,0.0,0.0,0.0,2.898550724637681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,39.130434782608695,0.0,0.0,0.0,0.7246376811594203,0.0,0.7246376811594203,0.0,0.0,2.1739130434782608,0.7246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,1.4492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7246376811594203,0.0,0.0,0.7246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,6.521739130434782,41.30434782608695,14.72628321417138
Chad,119,878.9495798319327,751.0,4765,Global South,0.0,0.0,0.0,0.0,0.8403361344537815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,3.361344537815126,0.0,1.680672268907563,0.0,0.0,0.0,0.0,0.8403361344537815,44.537815126050425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403361344537815,3.361344537815126,0.0,0.0,0.8403361344537815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403361344537815,0.0,0.0,0.0,0.0,0.0,3.361344537815126,33.61344537815126,24.97376705141658
Chile,489,828.9120654396728,692.0,216,Western,0.0,1.8404907975460123,1.0224948875255624,2.2494887525562373,1.0224948875255624,0.0,0.0,1.8404907975460123,0.0,0.0,1.4314928425357873,0.0,0.0,7.975460122699387,0.0,9.611451942740286,0.2044989775051125,0.0,0.2044989775051125,0.0,0.0,0.0,1.8404907975460123,7.566462167689162,0.0,0.0,0.2044989775051125,0.2044989775051125,0.0,0.0,0.0,0.0,0.408997955010225,0.408997955010225,0.6134969325153374,0.0,0.0,0.0,0.6134969325153374,1.6359918200409,6.339468302658487,1.0224948875255624,0.0,2.044989775051125,0.0,1.0224948875255624,0.0,0.2044989775051125,0.81799591002045,0.0,0.2044989775051125,0.2044989775051125,0.0,0.2044989775051125,1.8404907975460123,0.0,0.0,0.0,0.0,0.0,1.0224948875255624,44.171779141104295,2263.8888888888887
China,11162,1104.0025981006988,726.0,105,Global South,0.035835871707579285,0.7883891775667442,7.928686615301918,0.8779788568356925,10.840351191542734,0.0,0.008958967926894821,0.9944454398853253,0.0,0.0,0.14334348683031714,0.008958967926894821,0.3762766529295825,4.067371438810249,0.21501523024547572,2.168070238308547,0.07167174341515857,0.2866869736606343,0.0,0.008958967926894821,0.07167174341515857,0.09854864719584303,0.1612614226841068,0.8152660813474287,0.0,0.0,0.0,0.27772800573373946,0.0,0.0,0.0,0.0,0.1612614226841068,0.35835871707579287,0.7077584662246909,0.017917935853789643,0.04479483963447411,0.0806307113420534,0.21501523024547572,0.6360867228095323,8.04515319835155,2.194947142089231,0.017917935853789643,1.0840351191542734,0.0,0.26876903780684464,0.0,0.8958967926894821,0.14334348683031714,0.0,3.4492026518545065,0.2060562623185809,0.07167174341515857,1.1646658304963269,3.4133667801469274,0.0,0.0,0.008958967926894821,0.0,0.008958967926894821,0.15230245475721196,46.407453861315176,106304.76190476191
Colombia,762,888.3884514435696,759.5,12893,Global South,0.0,1.0498687664041995,0.5249343832020997,1.837270341207349,0.6561679790026247,0.0,0.0,1.968503937007874,0.0,0.0,0.0,0.0,0.13123359580052493,8.661417322834646,0.0,3.4120734908136483,0.13123359580052493,2.099737532808399,0.0,0.0,0.13123359580052493,0.13123359580052493,1.0498687664041995,19.160104986876643,0.0,0.0,0.0,0.5249343832020997,0.0,0.0,0.0,0.0,0.13123359580052493,0.5249343832020997,0.5249343832020997,0.0,0.0,0.13123359580052493,1.968503937007874,0.13123359580052493,4.0682414698162725,0.39370078740157477,0.13123359580052493,0.6561679790026247,0.0,0.7874015748031495,0.0,0.0,0.13123359580052493,0.0,0.26246719160104987,0.6561679790026247,0.13123359580052493,0.5249343832020997,1.7060367454068242,0.0,0.0,0.0,0.0,0.0,0.7874015748031495,44.881889763779526,59.10183820677887
Comoros,5,574.2,549.0,8,Global South,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,625.0
Cook Islands,39,926.0512820512821,908.0,0,Global South,0.0,0.0,5.128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.564102564102564,0.0,0.0,2.564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,2.564102564102564,0.0,0.0,0.0,0.0,2.564102564102564,0.0,2.564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,74.35897435897436,
Costa Rica,97,844.319587628866,761.0,45,Western,0.0,0.0,4.123711340206185,1.0309278350515463,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.865979381443296,0.0,2.0618556701030926,0.0,1.0309278350515463,0.0,0.0,0.0,0.0,7.216494845360824,11.34020618556701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0618556701030926,1.0309278350515463,0.0,0.0,0.0,2.0618556701030926,2.0618556701030926,4.123711340206185,0.0,0.0,3.0927835051546393,0.0,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,1.0309278350515463,0.0,3.0927835051546393,0.0,0.0,0.0,0.0,0.0,5.154639175257731,18.556701030927837,2155.5555555555557
Croatia,230,1125.4565217391305,782.0,3,Western,0.0,0.43478260869565216,0.8695652173913043,1.7391304347826086,0.43478260869565216,0.0,0.0,1.3043478260869565,0.0,0.0,0.8695652173913043,0.0,0.43478260869565216,1.7391304347826086,0.0,3.4782608695652173,0.43478260869565216,3.0434782608695654,0.0,0.0,0.43478260869565216,0.43478260869565216,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,1.7391304347826086,0.8695652173913043,1.3043478260869565,0.0,0.0,0.0,0.8695652173913043,1.7391304347826086,9.130434782608695,2.608695652173913,0.0,0.8695652173913043,0.0,1.3043478260869565,0.0,0.8695652173913043,0.43478260869565216,0.0,0.0,0.43478260869565216,0.8695652173913043,0.43478260869565216,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,50.0,76666.66666666667
Cuba,542,1010.8357933579335,776.5,17,Global South,0.0,2.5830258302583027,0.18450184501845018,1.4760147601476015,0.18450184501845018,0.0,0.0,0.9225092250922509,0.0,0.0,0.7380073800738007,0.0,0.36900369003690037,1.4760147601476015,0.18450184501845018,1.8450184501845017,0.5535055350553505,0.7380073800738007,0.0,0.0,0.0,0.18450184501845018,0.18450184501845018,2.5830258302583027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18450184501845018,0.5535055350553505,0.36900369003690037,0.0,0.0,0.18450184501845018,3.136531365313653,0.7380073800738007,5.719557195571956,0.9225092250922509,0.0,0.5535055350553505,0.18450184501845018,0.5535055350553505,0.18450184501845018,1.107011070110701,2.029520295202952,0.0,0.36900369003690037,0.9225092250922509,0.9225092250922509,0.5535055350553505,15.129151291512915,0.0,0.0,0.0,0.0,0.0,0.36900369003690037,51.107011070110694,31882.352941176472
Cyprus,314,975.5031847133758,744.0,2,Western,0.0,0.0,0.6369426751592357,0.3184713375796179,4.45859872611465,0.0,0.0,0.9554140127388535,0.0,0.0,0.3184713375796179,0.0,0.6369426751592357,3.1847133757961785,0.0,0.3184713375796179,1.2738853503184715,0.9554140127388535,0.0,0.0,0.0,0.0,0.0,0.6369426751592357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9554140127388535,0.3184713375796179,0.0,0.0,0.0,0.0,1.910828025477707,3.1847133757961785,1.5923566878980893,0.0,0.0,0.0,1.910828025477707,0.0,0.0,0.0,0.0,0.0,0.3184713375796179,0.9554140127388535,4.140127388535031,0.9554140127388535,0.0,0.0,0.0,0.0,0.0,0.0,70.06369426751591,157000.0
Czech Republic,369,906.0542005420054,714.0,1,Western,0.0,0.8130081300813009,0.27100271002710025,2.9810298102981028,2.710027100271003,0.0,0.0,0.8130081300813009,0.0,0.0,0.8130081300813009,0.0,0.5420054200542005,1.3550135501355014,0.0,5.149051490514905,0.0,1.8970189701897018,0.0,0.27100271002710025,0.5420054200542005,0.0,0.0,1.8970189701897018,0.0,0.0,0.0,0.27100271002710025,0.0,0.0,0.8130081300813009,0.0,0.27100271002710025,0.27100271002710025,1.3550135501355014,0.0,0.0,0.0,1.6260162601626018,1.8970189701897018,4.607046070460704,3.7940379403794036,0.0,0.8130081300813009,0.0,0.0,0.0,1.3550135501355014,0.8130081300813009,0.0,0.27100271002710025,0.0,0.5420054200542005,2.4390243902439024,0.5420054200542005,0.0,0.0,0.0,0.0,0.0,0.0,58.265582655826556,369000.0
Denmark,803,866.2764632627647,703.0,1,Western,0.0,1.1207970112079702,0.9962640099626401,1.1207970112079702,5.9775840597758405,0.0,0.0,2.73972602739726,0.0,0.0,0.24906600249066002,0.0,0.49813200498132004,8.34371108343711,0.62266500622665,6.102117061021171,0.8717310087173101,0.37359900373599003,0.0,0.12453300124533001,0.12453300124533001,0.24906600249066002,0.0,1.1207970112079702,0.0,0.0,0.24906600249066002,0.49813200498132004,0.0,0.12453300124533001,0.12453300124533001,0.0,0.0,2.6151930261519305,0.49813200498132004,0.0,0.0,0.37359900373599003,0.7471980074719801,0.7471980074719801,7.347447073474471,3.4869240348692405,0.24906600249066002,1.61892901618929,0.0,3.4869240348692405,0.0,0.24906600249066002,0.49813200498132004,0.0,0.49813200498132004,0.9962640099626401,0.12453300124533001,1.36986301369863,1.2453300124533,0.0,0.0,0.12453300124533001,0.0,0.0,0.0,42.092154420921545,803000.0
Djibouti,21,838.2857142857143,673.0,61,Global South,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,344.2622950819672
Dominica,26,1639.2307692307693,829.0,1,Global South,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,15.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615384615385,26000.0
Ecuador,351,882.2962962962963,752.0,5781,Global South,0.2849002849002849,1.4245014245014245,0.0,0.8547008547008548,1.1396011396011396,0.0,0.0,1.4245014245014245,0.0,0.0,0.2849002849002849,0.0,0.0,14.245014245014245,0.0,0.5698005698005698,0.0,0.0,0.0,0.0,0.0,0.0,1.4245014245014245,9.686609686609685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5698005698005698,0.0,18.51851851851852,0.0,0.0,0.0,0.2849002849002849,0.2849002849002849,7.122507122507122,0.2849002849002849,0.0,1.1396011396011396,0.0,0.2849002849002849,0.0,0.2849002849002849,0.0,0.0,0.0,0.0,0.2849002849002849,0.2849002849002849,1.9943019943019942,0.0,0.0,0.0,0.0,0.0,1.4245014245014245,35.8974358974359,60.71613907628438
Egypt,1292,928.5286377708978,726.0,9432,Global South,0.0,1.0061919504643964,0.7739938080495357,2.476780185758514,1.238390092879257,0.0,0.0,1.393188854489164,0.0,0.0,1.5479876160990713,0.0,0.6191950464396285,6.96594427244582,0.07739938080495357,2.321981424148607,0.15479876160990713,0.7739938080495357,0.07739938080495357,0.07739938080495357,0.07739938080495357,0.07739938080495357,0.6191950464396285,6.5015479876160995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15479876160990713,0.23219814241486067,3.2507739938080498,0.0,0.0,0.07739938080495357,0.696594427244582,0.541795665634675,7.043343653250774,1.0061919504643964,0.0,1.9349845201238391,0.0,0.30959752321981426,0.0,0.07739938080495357,0.23219814241486067,0.0,0.15479876160990713,0.23219814241486067,0.30959752321981426,2.089783281733746,0.9287925696594427,0.0,0.0,0.0,0.0,0.0,0.38699690402476783,53.56037151702786,136.980491942324
El Salvador,224,882.2857142857143,771.0,3054,Global South,0.0,1.3392857142857142,0.0,0.4464285714285714,0.4464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3392857142857142,0.0,0.8928571428571428,0.0,0.8928571428571428,0.0,0.0,0.0,0.0,0.4464285714285714,21.875,0.0,0.0,0.0,0.8928571428571428,0.0,0.0,0.0,0.0,0.0,0.4464285714285714,0.0,0.0,0.0,0.0,0.4464285714285714,0.4464285714285714,6.696428571428571,0.0,0.0,0.0,0.4464285714285714,0.4464285714285714,0.0,0.4464285714285714,0.0,0.0,0.4464285714285714,0.0,0.0,0.0,19.196428571428573,0.0,0.0,0.0,0.0,0.0,2.232142857142857,40.17857142857143,73.3464309102816
Equatorial Guinea,22,897.6818181818181,798.5,15,Global South,0.0,0.0,0.0,13.636363636363635,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636363636363635,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,50.0,1466.6666666666665
Eritrea,215,924.4418604651163,833.0,44,Global South,0.0,0.0,0.9302325581395349,0.9302325581395349,0.0,0.0,0.0,0.9302325581395349,0.0,0.0,0.0,0.0,0.46511627906976744,0.46511627906976744,0.0,0.0,0.0,1.8604651162790697,0.0,0.0,0.0,0.0,0.0,20.930232558139537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3953488372093024,0.46511627906976744,0.46511627906976744,0.0,0.0,0.0,0.0,0.46511627906976744,8.837209302325581,0.46511627906976744,0.0,0.0,0.0,0.46511627906976744,0.0,0.46511627906976744,0.0,0.0,0.0,0.0,0.0,8.837209302325581,0.9302325581395349,0.0,0.0,0.0,0.0,0.0,0.46511627906976744,50.23255813953489,4886.363636363637
Estonia,168,1029.779761904762,698.0,1,Western,0.0,2.380952380952381,0.5952380952380952,0.5952380952380952,5.952380952380952,0.0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.5952380952380952,2.976190476190476,0.0,4.166666666666666,0.5952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.5952380952380952,0.0,0.0,0.0,0.5952380952380952,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,0.5952380952380952,0.0,0.0,0.5952380952380952,1.1904761904761905,1.1904761904761905,3.571428571428571,5.952380952380952,0.0,0.0,0.0,2.380952380952381,0.0,1.1904761904761905,0.5952380952380952,0.0,1.1904761904761905,0.0,0.0,1.7857142857142856,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,54.761904761904766,168000.0
Ethiopia,601,886.0299500831946,827.0,37581,Global South,0.0,1.1647254575707155,0.16638935108153077,1.497504159733777,0.8319467554076538,0.0,0.0,1.497504159733777,0.0,0.0,0.6655574043261231,0.0,0.6655574043261231,2.828618968386023,0.0,1.1647254575707155,0.16638935108153077,0.16638935108153077,0.16638935108153077,0.0,0.0,0.16638935108153077,1.6638935108153077,33.777038269550744,0.0,0.0,0.0,0.6655574043261231,0.0,0.0,0.0,0.0,0.49916805324459235,0.8319467554076538,0.6655574043261231,0.0,0.0,0.0,1.8302828618968388,0.0,6.988352745424292,0.6655574043261231,0.49916805324459235,0.6655574043261231,0.16638935108153077,0.9983361064891847,0.0,0.8319467554076538,0.0,0.0,0.9983361064891847,0.16638935108153077,0.33277870216306155,1.1647254575707155,0.6655574043261231,0.0,0.0,0.0,0.0,0.0,1.8302828618968388,32.945091514143094,15.992123679518906
Faroe Islands,40,921.375,655.5,0,Western,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,7.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,
Fiji,277,1035.7581227436824,759.0,0,Global South,0.0,0.0,10.830324909747292,0.36101083032490977,0.36101083032490977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9422382671480145,0.0,0.0,0.0,0.36101083032490977,0.0,0.0,0.0,0.7220216606498195,0.36101083032490977,2.888086642599278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36101083032490977,0.0,0.0,0.0,0.0,0.0,0.0,1.444043321299639,0.7220216606498195,0.0,0.0,0.0,0.0,0.0,0.0,2.166064981949458,0.0,0.0,0.36101083032490977,0.0,0.0,3.9711191335740073,1.083032490974729,0.0,0.0,0.0,0.0,0.0,0.36101083032490977,65.70397111913357,
Finland,479,938.2066805845511,722.0,2,Western,0.0,2.7139874739039667,0.41753653444676403,2.2964509394572024,2.7139874739039667,0.0,0.20876826722338201,1.4613778705636742,0.0,0.0,0.41753653444676403,0.0,1.0438413361169103,5.219206680584551,0.20876826722338201,3.3402922755741122,0.0,0.20876826722338201,0.0,0.0,0.6263048016701461,0.41753653444676403,0.0,0.41753653444676403,0.0,0.0,0.20876826722338201,0.0,0.20876826722338201,0.41753653444676403,0.41753653444676403,0.0,0.0,1.4613778705636742,0.6263048016701461,0.0,0.0,0.41753653444676403,2.5052192066805845,1.0438413361169103,7.306889352818372,1.8789144050104383,0.20876826722338201,1.4613778705636742,0.20876826722338201,2.7139874739039667,0.0,0.8350730688935281,0.41753653444676403,0.20876826722338201,2.7139874739039667,0.8350730688935281,0.41753653444676403,1.0438413361169103,2.5052192066805845,0.0,0.0,0.0,0.0,0.0,0.0,48.22546972860125,239500.0
