country,total_articles,avg_wordcount,med_wordcount,total_fatalities,region_group,Animals farmed,Art and design,Australia news,Books,Business,Business to business,Children's books,Cities,Community,Crosswords,Culture,Culture professionals network,Education,Environment,Fashion,Film,Food,Football,From the Guardian,From the Observer,Games,Global,Global Development Professionals Network,Global development,Guardian Careers,Guardian Foundation,Guardian Small Business Network,Guardian Sustainable Business,Healthcare Professionals Network,Housing Network,Inequality,Info,Law,Life and style,Media,Media Network,Membership,Money,Music,News,Opinion,Politics,Public Leaders Network,Science,Social Care Network,Society,Society Professionals,Sport,Stage,Teacher Network,Technology,Television & radio,Travel,UK news,US news,Vital Signs,Voluntary Sector Network,Weather,Wellness,Women in Leadership,Working in development,World news,articles_per_1000_fatalities
Austria,623,1028.545746388443,767.0,6,Western,0.0,2.568218298555377,0.4815409309791332,2.568218298555377,2.7287319422150884,0.0,0.0,1.6051364365971106,0.16051364365971107,0.0,0.4815409309791332,0.0,0.16051364365971107,1.2841091492776886,0.0,3.5313001605136436,0.0,0.16051364365971107,0.0,0.0,0.0,0.0,0.0,0.6420545746388443,0.0,0.0,0.0,0.0,0.0,0.16051364365971107,0.32102728731942215,0.0,0.16051364365971107,0.8025682182985553,0.32102728731942215,0.0,0.0,0.32102728731942215,3.5313001605136436,1.2841091492776886,7.54414125200642,2.086677367576244,0.0,0.9630818619582664,0.16051364365971107,0.9630818619582664,0.0,0.16051364365971107,0.6420545746388443,0.0,0.4815409309791332,0.4815409309791332,0.8025682182985553,0.6420545746388443,0.6420545746388443,0.0,0.0,0.16051364365971107,0.0,0.0,0.16051364365971107,60.8346709470305,103833.33333333333
Azerbaijan,292,1089.8082191780823,786.0,7791,Global South,0.0,0.684931506849315,0.0,1.0273972602739725,4.4520547945205475,0.0,0.0,0.684931506849315,0.0,0.0,0.0,0.0,0.0,18.835616438356166,0.0,0.3424657534246575,0.0,1.36986301369863,0.0,0.0,0.0,0.0,0.0,1.0273972602739725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.054794520547945,0.3424657534246575,1.36986301369863,0.0,0.0,0.0,0.684931506849315,0.684931506849315,8.21917808219178,1.7123287671232876,0.0,0.3424657534246575,0.0,0.0,0.0,5.821917808219178,0.3424657534246575,0.0,1.0273972602739725,0.0,0.0,1.36986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.3424657534246575,47.26027397260274,37.479142600436404
Bahamas,121,1319.1487603305786,695.0,6,Western,0.0,0.0,0.8264462809917356,0.0,6.6115702479338845,0.0,0.0,0.0,0.0,0.0,3.3057851239669422,0.0,0.0,8.264462809917356,0.0,0.8264462809917356,0.0,0.0,0.0,0.0,0.0,0.8264462809917356,0.0,3.3057851239669422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8264462809917356,0.0,0.8264462809917356,0.0,3.3057851239669422,3.3057851239669422,3.3057851239669422,0.8264462809917356,0.0,1.6528925619834711,0.0,0.0,0.0,0.8264462809917356,0.0,0.0,2.479338842975207,0.0,0.0,4.132231404958678,6.6115702479338845,0.0,0.0,0.0,0.0,0.0,0.0,47.93388429752066,20166.666666666668
Bahrain,267,807.4194756554307,742.0,22,Global South,0.0,0.0,3.3707865168539324,0.7490636704119851,1.4981273408239701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37453183520599254,0.7490636704119851,0.0,0.0,0.0,3.3707865168539324,0.0,0.0,0.0,0.37453183520599254,0.37453183520599254,4.868913857677903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8726591760299627,0.0,4.868913857677903,0.0,0.0,0.0,0.37453183520599254,1.8726591760299627,7.865168539325842,6.367041198501873,0.0,0.0,0.0,0.37453183520599254,0.0,13.857677902621724,0.0,0.0,0.0,0.0,0.0,3.7453183520599254,0.7490636704119851,0.0,0.0,0.0,0.0,0.0,0.7490636704119851,41.57303370786517,12136.363636363636
Bangladesh,699,878.623748211731,767.0,4986,Global South,0.0,0.8583690987124464,1.2875536480686696,1.0014306151645207,1.859799713876967,0.0,0.0,0.8583690987124464,0.0,0.0,0.28612303290414876,0.0,0.0,4.005722460658083,1.0014306151645207,0.28612303290414876,0.0,0.5722460658082975,0.28612303290414876,0.0,0.0,0.14306151645207438,0.5722460658082975,30.758226037195996,0.0,0.0,0.0,0.4291845493562232,0.0,0.0,0.14306151645207438,0.0,0.14306151645207438,0.8583690987124464,1.0014306151645207,0.0,0.0,0.14306151645207438,0.0,0.5722460658082975,6.437768240343347,1.4306151645207439,0.0,0.14306151645207438,0.14306151645207438,0.5722460658082975,0.0,1.144492131616595,0.14306151645207438,0.0,0.0,0.4291845493562232,0.0,1.5736766809728182,0.8583690987124464,0.0,0.14306151645207438,0.0,0.0,0.0,1.5736766809728182,38.340486409155936,140.19253910950664
Barbados,99,873.5353535353536,850.0,2,Western,0.0,1.0101010101010102,0.0,1.0101010101010102,1.0101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0101010101010102,8.080808080808081,0.0,1.0101010101010102,0.0,1.0101010101010102,0.0,0.0,0.0,0.0,1.0101010101010102,8.080808080808081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0101010101010102,0.0,0.0,0.0,0.0,2.0202020202020203,5.05050505050505,1.0101010101010102,17.17171717171717,0.0,0.0,1.0101010101010102,0.0,0.0,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,10.1010101010101,0.0,0.0,0.0,0.0,0.0,0.0,1.0101010101010102,35.35353535353536,49500.0
Belarus,465,972.9935483870968,769.0,19,Global South,0.0,0.0,0.21505376344086022,1.935483870967742,1.935483870967742,0.0,0.0,0.21505376344086022,0.0,0.0,0.21505376344086022,0.0,0.0,1.5053763440860215,0.0,2.1505376344086025,0.0,0.43010752688172044,0.0,0.0,0.0,0.21505376344086022,0.0,4.731182795698925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8602150537634409,0.0,0.0,0.21505376344086022,0.0,0.43010752688172044,8.172043010752688,0.43010752688172044,0.0,0.21505376344086022,0.0,0.21505376344086022,0.0,4.516129032258064,0.6451612903225806,0.0,0.43010752688172044,0.8602150537634409,0.0,0.8602150537634409,0.8602150537634409,0.0,0.0,0.0,0.0,0.0,0.0,67.74193548387096,24473.684210526317
Belgium,1015,907.023645320197,683.0,9,Western,0.0,3.152709359605911,0.3940886699507389,1.1822660098522169,2.857142857142857,0.0,0.0,0.5911330049261084,0.0,0.0,0.49261083743842365,0.0,0.09852216748768472,3.9408866995073892,0.19704433497536944,2.955665024630542,0.19704433497536944,0.8866995073891626,0.0,0.0,0.09852216748768472,0.09852216748768472,0.0,0.5911330049261084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19704433497536944,0.6896551724137931,0.3940886699507389,0.0,0.09852216748768472,0.09852216748768472,1.083743842364532,1.477832512315271,3.5467980295566504,3.054187192118227,0.19704433497536944,0.9852216748768473,0.0,1.1822660098522169,0.0,0.9852216748768473,1.5763546798029555,0.0,1.3793103448275863,0.3940886699507389,0.19704433497536944,1.7733990147783252,0.8866995073891626,0.0,0.0,0.0,0.0,0.0,0.0,62.06896551724138,112777.77777777777
Belize,47,957.4468085106383,814.0,446,Global South,0.0,2.127659574468085,0.0,0.0,4.25531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.148936170212767,0.0,0.0,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25531914893617,0.0,2.127659574468085,4.25531914893617,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.893617021276595,2.127659574468085,0.0,0.0,0.0,0.0,0.0,4.25531914893617,38.297872340425535,105.38116591928251
Benin,60,964.8666666666667,811.5,924,Global South,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,6.666666666666667,0.0,1.6666666666666667,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,8.333333333333332,1.6666666666666667,5.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,31.666666666666664,64.93506493506493
Bermuda,36,699.75,689.0,0,Western,0.0,2.7777777777777777,2.7777777777777777,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,8.333333333333332,0.0,2.7777777777777777,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,2.7777777777777777,0.0,8.333333333333332,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,27.77777777777778,
Bhutan,38,835.6578947368421,679.0,0,Global South,0.0,2.631578947368421,13.157894736842104,0.0,2.631578947368421,0.0,0.0,2.631578947368421,0.0,0.0,0.0,0.0,5.263157894736842,5.263157894736842,0.0,18.421052631578945,0.0,7.894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,5.263157894736842,5.263157894736842,0.0,2.631578947368421,0.0,0.0,0.0,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,18.421052631578945,
Bolivia,239,961.6820083682009,826.0,116,Global South,0.0,0.8368200836820083,0.41841004184100417,0.41841004184100417,0.0,0.0,0.0,2.510460251046025,0.0,0.0,0.0,0.0,0.0,9.623430962343097,0.0,1.6736401673640167,0.0,0.8368200836820083,0.0,0.0,0.0,0.0,4.602510460251046,16.317991631799163,0.0,0.0,0.0,1.2552301255230125,0.0,0.0,0.0,0.0,0.0,0.0,0.41841004184100417,0.0,0.0,0.0,0.8368200836820083,1.2552301255230125,4.602510460251046,0.41841004184100417,0.0,1.2552301255230125,0.0,0.41841004184100417,0.0,0.0,0.0,0.0,0.0,0.0,0.41841004184100417,0.0,0.41841004184100417,0.0,0.0,0.0,0.0,0.0,1.6736401673640167,49.7907949790795,2060.344827586207
Bosnia and Herzegovina,248,965.0443548387096,830.5,5,Global South,0.0,1.6129032258064515,0.4032258064516129,4.032258064516129,0.0,0.0,0.0,3.225806451612903,0.0,0.0,0.4032258064516129,0.0,0.4032258064516129,1.2096774193548387,0.4032258064516129,3.6290322580645165,0.0,0.8064516129032258,0.0,0.0,0.4032258064516129,0.8064516129032258,0.8064516129032258,7.258064516129033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.241935483870968,0.0,2.82258064516129,0.0,0.0,0.0,1.2096774193548387,0.4032258064516129,11.693548387096774,2.0161290322580645,0.0,0.4032258064516129,0.0,1.2096774193548387,0.0,0.0,0.8064516129032258,0.0,0.0,0.0,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,1.6129032258064515,44.75806451612903,49600.0
Botswana,62,778.8709677419355,659.0,24,Global South,0.0,3.225806451612903,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6129032258064515,27.419354838709676,0.0,4.838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6129032258064515,0.0,1.6129032258064515,0.0,0.0,1.6129032258064515,1.6129032258064515,0.0,1.6129032258064515,0.0,0.0,4.838709677419355,0.0,3.225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,0.0,3.225806451612903,20.967741935483872,2583.3333333333335
