COUNTRY,YEAR,FATALITIES,region_group
South Sudan,2018,1716,Global South
South Sudan,2019,1801,Global South
South Sudan,2020,2455,Global South
South Sudan,2021,3725,Global South
South Sudan,2022,3719,Global South
South Sudan,2023,3049,Global South
South Sudan,2024,2317,Global South
Spain,2020,0,Western
Spain,2021,4,Western
Spain,2022,0,Western
Spain,2023,0,Western
Spain,2024,1,Western
Sri Lanka,2015,9,Global South
Sri Lanka,2016,4,Global South
Sri Lanka,2017,2,Global South
Sri Lanka,2018,26,Global South
Sri Lanka,2019,304,Global South
Sri Lanka,2020,34,Global South
Sri Lanka,2021,5,Global South
Sri Lanka,2022,12,Global South
Sri Lanka,2023,7,Global South
Sri Lanka,2024,5,Global South
Sudan,2015,3496,Global South
Sudan,2016,3904,Global South
Sudan,2017,1304,Global South
Sudan,2018,1054,Global South
Sudan,2019,773,Global South
Sudan,2020,959,Global South
Sudan,2021,1657,Global South
Sudan,2022,2139,Global South
Sudan,2023,16993,Global South
Sudan,2024,18286,Global South
Suriname,2018,1,Global South
Suriname,2019,7,Global South
Suriname,2020,1,Global South
Suriname,2021,1,Global South
Suriname,2022,0,Global South
Suriname,2023,2,Global South
Suriname,2024,0,Global South
Sweden,2020,1,Western
Sweden,2021,0,Western
Sweden,2022,0,Western
Sweden,2023,0,Western
Sweden,2024,0,Western
Switzerland,2020,0,Western
Switzerland,2021,0,Western
Switzerland,2022,2,Western
Switzerland,2023,0,Western
Switzerland,2024,0,Western
Syria,2017,54122,Global South
Syria,2018,30210,Global South
Syria,2019,15592,Global South
Syria,2020,8447,Global South
Syria,2021,6108,Global South
Syria,2022,6091,Global South
Syria,2023,6297,Global South
Syria,2024,7113,Global South
Taiwan,2018,0,Western
Taiwan,2019,0,Western
Taiwan,2020,0,Western
Taiwan,2021,0,Western
Taiwan,2022,0,Western
Taiwan,2023,0,Western
Taiwan,2024,0,Western
Tajikistan,2018,64,Global South
Tajikistan,2019,66,Global South
Tajikistan,2020,2,Global South
Tajikistan,2021,20,Global South
Tajikistan,2022,71,Global South
Tajikistan,2023,6,Global South
Tajikistan,2024,0,Global South
Tanzania,2015,35,Global South
Tanzania,2016,46,Global South
Tanzania,2017,280,Global South
Tanzania,2018,41,Global South
Tanzania,2019,43,Global South
Tanzania,2020,51,Global South
Tanzania,2021,44,Global South
Tanzania,2022,39,Global South
Tanzania,2023,23,Global South
Tanzania,2024,40,Global South
Thailand,2015,246,Global South
Thailand,2016,253,Global South
Thailand,2017,162,Global South
Thailand,2018,117,Global South
Thailand,2019,174,Global South
Thailand,2020,101,Global South
Thailand,2021,66,Global South
Thailand,2022,43,Global South
Thailand,2023,57,Global South
Thailand,2024,50,Global South
Togo,2015,8,Global South
Togo,2016,5,Global South
Togo,2017,44,Global South
Togo,2018,6,Global South
Togo,2019,9,Global South
Togo,2020,14,Global South
Togo,2021,4,Global South
Togo,2022,78,Global South
Togo,2023,98,Global South
Togo,2024,153,Global South
Tokelau,2021,0,Global South
Tonga,2021,0,Global South
Tonga,2024,0,Global South
Trinidad and Tobago,2018,243,Western
Trinidad and Tobago,2019,181,Western
Trinidad and Tobago,2020,162,Western
Trinidad and Tobago,2021,186,Western
Trinidad and Tobago,2022,285,Western
Trinidad and Tobago,2023,333,Western
Trinidad and Tobago,2024,329,Western
Tunisia,2015,161,Global South
Tunisia,2016,120,Global South
Tunisia,2017,27,Global South
Tunisia,2018,34,Global South
Tunisia,2019,30,Global South
Tunisia,2020,15,Global South
Tunisia,2021,19,Global South
Tunisia,2022,1,Global South
Tunisia,2023,9,Global South
Tunisia,2024,3,Global South
Turkey,2016,4484,Global South
Turkey,2017,2658,Global South
Turkey,2018,983,Global South
Turkey,2019,559,Global South
Turkey,2020,359,Global South
Turkey,2021,213,Global South
Turkey,2022,199,Global South
Turkey,2023,144,Global South
Turkey,2024,55,Global South
Turkmenistan,2018,25,Global South
Turkmenistan,2019,8,Global South
Turkmenistan,2020,1,Global South
Turkmenistan,2021,0,Global South
Turkmenistan,2022,0,Global South
Turkmenistan,2023,1,Global South
Turkmenistan,2024,0,Global South
Turks and Caicos Islands,2018,0,Western
Turks and Caicos Islands,2019,0,Western
Turks and Caicos Islands,2020,0,Western
Turks and Caicos Islands,2021,0,Western
Tuvalu,2021,0,Global South
Uganda,2015,29,Global South
Uganda,2016,278,Global South
Uganda,2017,66,Global South
Uganda,2018,146,Global South
Uganda,2019,162,Global South
Uganda,2020,297,Global South
Uganda,2021,500,Global South
Uganda,2022,363,Global South
Uganda,2023,367,Global South
Uganda,2024,243,Global South
Ukraine,2018,884,Western
Ukraine,2019,398,Western
Ukraine,2020,121,Western
Ukraine,2021,149,Western
Ukraine,2022,40550,Western
Ukraine,2023,39779,Western
Ukraine,2024,73573,Western
United Arab Emirates,2017,0,Global South
United Arab Emirates,2018,0,Global South
United Arab Emirates,2019,0,Global South
United Arab Emirates,2020,2,Global South
United Arab Emirates,2021,0,Global South
United Arab Emirates,2022,3,Global South
United Arab Emirates,2023,0,Global South
United Arab Emirates,2024,1,Global South
United Kingdom,2020,5,Western
United Kingdom,2021,5,Western
United Kingdom,2022,0,Western
United Kingdom,2023,1,Western
United Kingdom,2024,0,Western
United States,2020,74,Western
United States,2021,87,Western
United States,2022,98,Western
United States,2023,66,Western
United States,2024,33,Western
United States Minor Outlying Islands,2021,0,Global South
Uruguay,2018,0,Western
Uruguay,2019,3,Western
Uruguay,2020,2,Western
Uruguay,2021,0,Western
Uruguay,2022,1,Western
Uruguay,2023,1,Western
Uruguay,2024,0,Western
Uzbekistan,2018,2,Global South
Uzbekistan,2019,3,Global South
Uzbekistan,2020,4,Global South
Uzbekistan,2021,4,Global South
Uzbekistan,2022,29,Global South
Uzbekistan,2023,3,Global South
Uzbekistan,2024,2,Global South
Vanuatu,2021,0,Global South
Vanuatu,2022,1,Global South
Vanuatu,2023,0,Global South
Vanuatu,2024,0,Global South
Vatican City,2020,0,Global South
Vatican City,2021,0,Global South
Vatican City,2022,0,Global South
Vatican City,2023,0,Global South
Vatican City,2024,0,Global South
Venezuela,2018,3220,Global South
Venezuela,2019,3378,Global South
Venezuela,2020,2702,Global South
Venezuela,2021,1787,Global South
Venezuela,2022,1074,Global South
Venezuela,2023,783,Global South
Venezuela,2024,557,Global South
Vietnam,2015,3,Global South
Vietnam,2016,2,Global South
Vietnam,2017,3,Global South
Vietnam,2018,3,Global South
Vietnam,2019,1,Global South
Vietnam,2020,4,Global South
Vietnam,2021,0,Global South
Vietnam,2022,0,Global South
Vietnam,2023,11,Global South
Vietnam,2024,1,Global South
"Virgin Islands, U.S.",2018,0,Global South
"Virgin Islands, U.S.",2019,0,Global South
"Virgin Islands, U.S.",2020,0,Global South
"Virgin Islands, U.S.",2021,0,Global South
Wallis and Futuna,2021,0,Global South
Wallis and Futuna,2022,0,Global South
Wallis and Futuna,2023,0,Global South
Wallis and Futuna,2024,0,Global South
Yemen,2015,17466,Global South
Yemen,2016,15648,Global South
Yemen,2017,17634,Global South
Yemen,2018,34247,Global South
Yemen,2019,27858,Global South
Yemen,2020,19723,Global South
Yemen,2021,18368,Global South
Yemen,2022,6596,Global South
Yemen,2023,2664,Global South
Yemen,2024,3007,Global South
Zambia,2015,8,Global South
Zambia,2016,6,Global South
Zambia,2017,2,Global South
Zambia,2018,17,Global South
Zambia,2019,11,Global South
Zambia,2020,40,Global South
Zambia,2021,16,Global South
Zambia,2022,12,Global South
Zambia,2023,15,Global South
Zambia,2024,10,Global South
Zimbabwe,2015,19,Global South
Zimbabwe,2016,7,Global South
Zimbabwe,2017,9,Global South
Zimbabwe,2018,27,Global South
Zimbabwe,2019,42,Global South
Zimbabwe,2020,22,Global South
Zimbabwe,2021,23,Global South
Zimbabwe,2022,33,Global South
Zimbabwe,2023,40,Global South
Zimbabwe,2024,21,Global South
eSwatini,2015,3,Global South
eSwatini,2016,0,Global South
eSwatini,2017,0,Global South
eSwatini,2018,0,Global South
eSwatini,2019,3,Global South
eSwatini,2020,6,Global South
eSwatini,2021,46,Global South
eSwatini,2022,33,Global South
eSwatini,2023,32,Global South
eSwatini,2024,10,Global South
